Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
,IV,Arrest-Felony,Tuesday,,,,Box-in VIS,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,August,,No weapon (unarmed),920631,Central Precinct,7.457300228,,153528439,3958743,Hispanic,Female,No,17.597026256,1535284393958743,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Box-in VIS,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,October,,No weapon (unarmed),1064150,East Precinct,11.405850457,,517519103,503624,White,Male,Yes,31.411329909,503624517519103,Passive,,,,,,,,Dispatched,,Yes,,2017,1,1
,IV,Arrest-Felony,Tuesday,,,,Box-in VIS,PFA,,,,,,,0600-1159,Stolen Vehicle,VEHICLE STOLEN - COLD,,,April,,No weapon (unarmed),650810,Central Precinct,16,,359546971,4127019,White,Male,Yes,30,363673990,Passive,Passive,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,0000-0559,Collision,ACCIDENT - UNKNOWN INJURY,,,July,,No weapon (unarmed),815221,East Precinct,0.860353881,,197527899,389895,Black,Male,No,34.011038813,197527899389895,Active,,,,,,,,Dispatched,Yes,,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,0600-1159,Assault,ASSAULT - PRIORITY,,,August,,No weapon (unarmed),940541,Central Precinct,12,,244558030,4197453,Native American,Male,Yes,40,248755483,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,0600-1159,Burglary,BURGLARY - COLD,,,August,,No weapon (unarmed),711211,Central Precinct,2,,96538518,502297,White,Male,Yes,27,97040815,Aggressive,,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,0600-1159,Burglary,BURGLARY - COLD,,,August,,No weapon (unarmed),341081,Central Precinct,3,,96538518,502297,White,Male,Yes,27,97040815,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,0600-1159,Other,UNDESCRIBED INCIDENT,,,June,,No weapon (unarmed),571001,Central Precinct,4,,319547751,3916972,White,Male,Yes,37,323464723,Active,,,,,,,,Self-Initiated,,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,0600-1159,Other,UNDESCRIBED INCIDENT,,,June,,No weapon (unarmed),1020641,Central Precinct,9,,319547751,3916972,White,Male,Yes,37,323464723,Active,,,,,,,,Self-Initiated,,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,,May,,No weapon (unarmed),189961,North Precinct,6,,843556946,330573,White,Male,Yes,41,843887519,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,,May,,No weapon (unarmed),259169,North Precinct,18,,843556946,330573,White,Male,Yes,41,843887519,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1200-1759,Collision,ACCIDENT - UNKNOWN INJURY,,,July,,No weapon (unarmed),829531,East Precinct,10,,737547825,3468535,White,Male,No,22,741016360,Active,,,,,,,,Dispatched,Yes,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,September,,,524500,North Precinct,19,Biting,800548575,3472190,Black,Male,Yes,22,804020765,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),851231,East Precinct,3,,717549315,611008,White,Male,No,37,718160323,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),403379,East Precinct,18,,717549315,611008,White,Male,No,37,718160323,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,June,,No weapon (unarmed),265570,Central Precinct,19,,300557230,535603,White,Male,No,35,301092833,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,June,,No weapon (unarmed),257169,Central Precinct,22,,300557230,535603,White,Male,No,35,301092833,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1200-1759,Theft,THEFT - PRIORITY,,,October,,No weapon (unarmed),894731,Central Precinct,6.127777778,,578529223,3669202,White,Male,Yes,26.091666667,5785292233669202,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1800-2359,Collision,ACCIDENT - HIT AND RUN - COLD,,,October,,No weapon (unarmed),836731,East Precinct,4,,186548859,2986702,Black,Female,No,25,189535561,Active,,,,,,,,Dispatched,Yes,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1800-2359,Collision,ACCIDENT - HIT AND RUN - COLD,,,October,,No weapon (unarmed),551100,East Precinct,14,,186548859,2986702,Black,Female,No,25,189535561,Active,,,,,,,,Dispatched,Yes,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1800-2359,Collision,ACCIDENT - HIT AND RUN - COLD,,,October,,No weapon (unarmed),677710,Traffic,16,,186548859,2986702,Black,Female,No,25,189535561,Active,,,,,,,,Dispatched,Yes,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),183961,East Precinct,5,,717549315,611008,White,Male,No,37,718160323,Aggressive,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1800-2359,DUII,DRIVING UNDER INFLUENCE,,,October,,No weapon (unarmed),414482,East Precinct,1,,532548923,501684,Native American,Male,No,32,533050607,Aggressive,,,,,,,,Dispatched,Yes,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1800-2359,DUII,DRIVING UNDER INFLUENCE,,,October,,No weapon (unarmed),427191,East Precinct,3,,532548923,501684,Native American,Male,No,32,533050607,Aggressive,,,,,,,,Dispatched,Yes,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,June,,No weapon (unarmed),758521,Central Precinct,9.076255708,,650527644,337172,White,Female,No,17.733789954,650527644337172,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1800-2359,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,November,,No weapon (unarmed),269171,East Precinct,3,,980549187,537285,Hispanic,Male,No,30,981086472,Active,,,,,,,,Self-Initiated,,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,October,,No weapon (unarmed),653110,Traffic,14,,342548721,4162257,White,Male,No,17,346710978,Aggressive,,,,,,,,Self-Initiated,,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),756219,East Precinct,21,,717549315,611008,White,Male,No,37,718160323,Active,Active,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),291168,East Precinct,26,,717549315,611008,White,Male,No,37,718160323,Active,Active,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Theft,THEFT - PRIORITY,,,October,,No weapon (unarmed),486291,Central Precinct,0.708333333,,578529223,3669202,White,Male,Yes,26.091666667,5785292233669202,Active,Active,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,June,,No weapon (unarmed),763521,East Precinct,9.076255708,,650527644,337172,White,Female,No,17.733789954,650527644337172,Active,Active,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,June,,No weapon (unarmed),1064848,East Precinct,26.692694064,,650527644,337172,White,Female,No,17.733789954,650527644337172,Active,Active,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1200-1759,Theft,THEFT - PRIORITY,,,October,,No weapon (unarmed),562900,Central Precinct,14.272222222,,578529223,3669202,White,Male,Yes,26.091666667,5785292233669202,Active,Active,Active,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),884231,Central Precinct,2,,348538801,2010272,White,Male,No,52,350549073,Active,Active,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),169261,Central Precinct,1,,348538801,2010272,White,Male,No,52,350549073,Active,Active,Active,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),170361,Central Precinct,1,,348538801,2010272,White,Male,No,52,350549073,Active,Active,Active,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),1047348,Central Precinct,25,,348538801,2010272,White,Male,No,52,350549073,Active,Active,Active,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Hobble,,,,,,,,1800-2359,DUII,DRIVING UNDER INFLUENCE,,,October,,No weapon (unarmed),927141,East Precinct,3,,532548923,501684,Native American,Male,No,32,533050607,Active,,,,,,,,Dispatched,Yes,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,PFA,,,,,,,,0000-0559,Stolen Vehicle,ROLLING STOLEN *H,,,February,,,515991,East Precinct,2.583711948,,453526342,538919,White,Male,No,24.586451674,538919453526342,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,PFA,,,,,,,,0600-1159,Assault,SHOOTING - WITH WEAPON *H,,,June,,,1056551,Central Precinct,6,,677557214,379452,White,Male,No,45,677936666,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Felony,Tuesday,,,,PFA,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,January,,,950240,East Precinct,10.946345129,,381525691,151051,Hispanic,Male,No,28.664153349,151051381525691,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,PFA,,,,,,,,1200-1759,Area/Premise Check,AREA CHECK,,,November,,No weapon (unarmed),650810,Central Precinct,16,,375539661,526908,White,Male,Yes,31,376066569,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,PFA,,,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,,January,,,894731,Central Precinct,6,,1000535997,602164,White,Male,No,34,1001138161,Aggressive,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,PFA,,,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,,January,,,777419,Central Precinct,17,,1000535997,602164,White,Male,No,34,1001138161,Aggressive,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,PFA,,,,,,,,1800-2359,Shots Fired,SHOTS FIRED,,,February,,,830532,North Precinct,1,,929556107,308111,White,Male,No,26,929864218,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Felony,Tuesday,,,,PFA,,,,,,,,1800-2359,Shots Fired,SHOTS FIRED,,,February,,,593300,North Precinct,13,,929556107,308111,White,Male,No,26,929864218,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Felony,Tuesday,,,,PFA,,,,,,,,-,Robbery,ROBBERY - COLD,,,October,,No weapon (unarmed),287270,East Precinct,10.314990487,,467518902,3821021,Black,Female,No,14.627319254,3821021467518902,Active,,,,,,,,Self-Initiated,,,,2017,1,1
,IV,Arrest-Felony,Tuesday,,,,PFA,,,,,,,,-,Stolen Vehicle,VEHICLE RECOVERED,,No,November,,No weapon (unarmed),1056551,Central Precinct,0.446672374,,597519353,528403,White,Male,Yes,22.093247717,528403597519353,Active,,,,,,,,Self-Initiated,,,,2017,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),341081,Central Precinct,2,,508537612,384263,Black,Female,Yes,25,508921875,Active,,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),430191,Central Precinct,2,,508537612,384263,Black,Female,Yes,25,508921875,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),789020,Central Precinct,14,,508537612,384263,Black,Female,Yes,25,508921875,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,December,,No weapon (unarmed),650810,Central Precinct,15.191666667,,536529793,460638,Black,Male,Yes,29.994444444,536529793460638,Active,,,,,,,,Self-Initiated,,Yes,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Collision,ACCIDENT - UNKNOWN INJURY,,,July,,No weapon (unarmed),902731,East Precinct,2,,737547825,3468535,White,Male,No,22,741016360,Active,,,,,,,,Dispatched,Yes,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Collision,ACCIDENT - UNKNOWN INJURY,,,July,,No weapon (unarmed),1035151,East Precinct,3,,737547825,3468535,White,Male,No,22,741016360,Active,,,,,,,,Dispatched,Yes,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,February,Needle / Spit / Bodily Fluids,,834931,Central Precinct,5,,533546163,457471,White,Male,Yes,50,534003634,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,September,,,529000,North Precinct,15,Biting,800548575,3472190,Black,Male,Yes,22,804020765,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,September,,,747119,North Precinct,21,Biting,800548575,3472190,Black,Male,Yes,22,804020765,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,September,,,360079,North Precinct,22,Biting,800548575,3472190,Black,Male,Yes,22,804020765,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Other,DETAIL,,,August,,No weapon (unarmed),958741,Central Precinct,6,,680538624,278697,White,Female,Yes,38,680817321,Active,,,,,,,,Self-Initiated,,,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Other,DETAIL,,,August,,No weapon (unarmed),777521,Central Precinct,10,,680538624,278697,White,Female,Yes,38,680817321,Active,,,,,,,,Self-Initiated,,Yes,,2019,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,,,September,,No weapon (unarmed),280471,North Precinct,9.546820776,,96528868,453120,Black,Male,Yes,32.198875571,96528868453120,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,March,,No weapon (unarmed),915631,East Precinct,8,,870546506,4118975,White,Male,No,37,874665481,Aggressive,,,,,,,,Dispatched,Yes,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,March,,No weapon (unarmed),321971,East Precinct,10,,870546506,4118975,White,Male,No,37,874665481,Aggressive,,,,,,,,Dispatched,Yes,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1800-2359,Threat,THREAT - PRIORITY,,Yes,December,,No weapon (unarmed),998341,,2,,134549249,3497639,White,Female,No,39,138046888,Aggressive,,,,,,,,Dispatched,,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1800-2359,Threat,THREAT - PRIORITY,,Yes,December,,No weapon (unarmed),976240,Central Precinct,13,,134549249,3497639,White,Female,No,39,138046888,Aggressive,,,,,,,,Dispatched,,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,November,,No weapon (unarmed),739219,North Precinct,16.975,,207529489,336345,White,Female,Yes,40.419444444,207529489336345,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,1800-2359,TriMet,TRIMET INCIDENT - PRIORITY,,,October,Needle / Spit / Bodily Fluids,,967940,North Precinct,12,,692548924,399684,White,Male,Yes,63,692948608,Active,,,,,,,,Dispatched,,,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,-,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,November,,,298268,East Precinct,22.301227169,,318519441,177106,Black,Male,No,48.931364155,177106318519441,Active,,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,,,,,,,,-,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,November,,,716808,East Precinct,26.213529300,,318519441,177106,Black,Male,No,48.931337519,177106318519441,Active,,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Area/Premise Check,PREMISE CHECK,,,October,,No weapon (unarmed),678310,Central Precinct,10.218628234,,310519280,547437,White,Male,Yes,35.922737823,547437310519280,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Area/Premise Check,PREMISE CHECK,,,October,,No weapon (unarmed),952640,Central Precinct,15.799450152,,310519280,547437,White,Male,Yes,35.922737823,547437310519280,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,Control Against Resistance,Control Against Resistance,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,April,,No weapon (unarmed),942039,East Precinct,22,,817556596,315689,Black,Female,No,36,817872285,Active,Aggressive,Aggressive,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,Control Against Resistance,Control Against Resistance,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,April,,No weapon (unarmed),958542,Training,1,,817556596,315689,Black,Female,No,36,817872285,Active,Aggressive,Aggressive,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,Control Against Resistance,Control Against Resistance,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),256472,East Precinct,1,,717549315,611008,White,Male,No,37,718160323,Active,Active,Active,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,Control Against Resistance,Resisted HC,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),221462,East Precinct,1,,717549315,611008,White,Male,No,37,718160323,Active,Aggressive,Active,Active,Active,Active,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,Takedown (IV),,,,,,,1800-2359,Other,FOLLOW-UP,,,January,,No weapon (unarmed),967940,North Precinct,9.700998858,,142525939,484691,Black,Male,No,16.879081050,484691142525939,Active,Active,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Resisted HC,Takedown (IV),,,,,,,1800-2359,Other,FOLLOW-UP,,,January,,No weapon (unarmed),284070,North Precinct,10.448944064,,142525939,484691,Black,Male,No,16.879081050,484691142525939,Active,Active,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Takedown (IV),,,,,,,,0000-0559,Collision,ACCIDENT - UNKNOWN INJURY,,,July,,No weapon (unarmed),1031151,East Precinct,1.432956621,,197527899,389895,Black,Male,No,34.011038813,197527899389895,Active,,,,,,,,Dispatched,Yes,,,2018,1,1
,IV,Arrest-Felony,Tuesday,,,,Takedown (IV),,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,,October,,,555100,North Precinct,14,,105548918,494474,White,Male,Yes,30,106043392,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Takedown (IV),,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,,October,,,133359,North Precinct,20,,105548918,494474,White,Male,Yes,30,106043392,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Takedown (IV),,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,,October,,,524699,North Precinct,23,,105548918,494474,White,Male,Yes,30,106043392,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Arrest-Felony,Tuesday,,,,Takedown (IV),Resisted HC,,,,,,,0600-1159,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,September,,No weapon (unarmed),387978,North Precinct,24.965365297,,96528868,453120,Black,Male,Yes,32.198242009,96528868453120,Active,Active,,,,,,,Dispatched,,Yes,,2018,1,1
